Generation;Max;Min;Mean
482;9.999666789;9.997296003;9.998993133
483;9.999666789;9.997403145;9.999045607
484;9.999666789;9.998033993;9.999101496
485;9.999666789;9.997977038;9.999096352
486;9.999666789;9.996733271;9.999083385
487;9.999666789;9.99812512;9.999121033
488;9.999666789;9.99715039;9.99915137
489;9.999578639;9.998096343;9.999157419
490;9.99968479;9.998096343;9.999189479
491;9.99968479;9.995775812;9.999175611
492;9.99968479;9.996010056;9.999138608
493;9.99968479;9.996268898;9.999190966
494;9.99968479;9.997518031;9.999169894
